,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
3971,"('市場経済', 12.239833554542077)","('中部', 9.33139147870874)","('役職', 10.720770482087577)","('千葉県', 9.886072503229359)","('サンプル', 11.67149673054682)","('これはいい', 10.36867760846016)","('経路', 8.115536796605294)","('品種', 8.183502343660656)","('附属', 7.543583738799123)","('反論', 9.310905316377514)","('仲介', 7.572753140184648)","('苦しみ', 10.128589747488054)","('福岡県', 12.019911452385983)","('組織委員会', 10.681824542485145)","('ガイド', 10.437019220874028)","('慢性', 9.782861345512678)","('学生さん', 11.299194227953356)","('国民年金', 10.099019825683744)","('検疫官', 9.139304851323866)","('協調', 9.206551918934203)","('擁護', 5.480596101024875)","('水産業', 208.22256840778516)"
3972,"('相反', 12.23677474730034)","('さること', 9.327437432479961)","('脱税', 10.713149372836947)","('合い', 9.884081896878374)","('飛行', 11.667947586558581)","('下院', 10.36699098969736)","('具体例', 8.111351713318735)","('法改正案', 8.180849162610917)","('衛生', 7.537754195105638)","('食品衛生法', 9.307115500833545)","('激変', 7.571511268231687)","('スクールカウンセラー', 10.12825579985475)","('スマートフォン', 12.01976002560745)","('詐欺', 10.664385246586342)","('温度', 10.43486389843342)","('五名', 9.780175000733701)","('漁獲量', 11.294814804133235)","('遺骨収集', 10.090779374849687)","('運営費', 9.136859453170358)","('町長', 9.205793598158163)","('強固', 5.476827054939969)","('全世界', 208.0615511002987)"
3973,"('被災者', 12.235744012876202)","('インドネシア', 9.326027836476971)","('言明', 10.70934497067045)","('定期的', 9.878515961193944)","('較差', 11.667192213033788)","('三月三十一日', 10.36148472441576)","('医療事故', 8.110081530230437)","('八条', 8.174414655107094)","('俸給', 7.535572542201097)","('電気事業', 9.305786536554878)","('倫理', 7.5631581470284495)","('欠格', 10.12624744659496)","('感動', 12.013155107453564)","('法の支配', 10.660914569486959)","('別々', 10.433624032466918)","('度合い', 9.777441785180129)","('途上', 11.293027985463405)","('選抜', 10.090422508463476)","('そんたく', 9.135443888888839)","('黒田', 9.199767712024133)","('本土復帰', 5.474938119123045)","('ねらい', 208.0515004992903)"
3974,"('出入り', 12.233449972672938)","('運賃', 9.323901629138234)","('大切さ', 10.708421603026359)","('sec', 9.877277769838981)","('治水', 11.667056377082078)","('原因究明', 10.361384857308762)","('大都市', 8.106112521101952)","('pci', 8.170240925038225)","('展覧会', 7.532312013730339)","('香港', 9.303847261471956)","('謙虚', 7.553240266133099)","('事業活動', 10.122493467112996)","('保険制度', 12.01187684328803)","('年限', 10.660316617016154)","('どうこう', 10.416846093040018)","('試み', 9.76820285853268)","('確率', 11.290757518949606)","('由来', 10.081623929924165)","('タンカー', 9.132348731784234)","('食育', 9.195598260752561)","('一極集中', 5.474906739976752)","('自動', 207.89247009991053)"
3975,"('透析', 12.231535785954987)","('財政出動', 9.316672989021463)","('最小', 10.705000936368862)","('教育現場', 9.87593820372435)","('国会法', 11.665504239031026)","('管理者', 10.36077872374028)","('転作', 8.105911686855363)","('経理', 8.16945568449482)","('税収減', 7.529838187442019)","('依存度', 9.30205021822352)","('二段', 7.551559190919241)","('百人', 10.119527799284677)","('賭博', 12.007385448700482)","('連合会', 10.65746039936957)","('基幹', 10.413846079016253)","('中教審', 9.763469769573774)","('建築士', 11.286424365255428)","('貿易交渉', 10.081064001630462)","('暴露', 9.131370218588692)","('一年生', 9.19415892202256)","('頻繁', 5.474818524397346)","('左側', 207.82703350042246)"
3976,"('本国', 12.230326412166884)","('増強', 9.312484618610863)","('空気', 10.703419272790443)","('過労死', 9.871781508875667)","('網羅', 11.660478937665268)","('施政方針演説', 10.357360382020149)","('バグダッド', 8.105002429565086)","('傍聴', 8.169275800420746)","('中断', 7.529443067072052)","('鳥獣', 9.29965396341722)","('経由', 7.549730247945632)","('ドクターヘリ', 10.119179201844895)","('十八条', 12.00459339627747)","('短期間', 10.656267730178612)","('片方', 10.405078438431888)","('法案提出', 9.762038772457306)","('圧迫', 11.275816289966176)","('使い勝手', 10.076634319625073)","('緊急性', 9.130954453663561)","('訪問介護', 9.193717198316445)","('漁獲', 5.474664502171244)","('正当性', 207.80041528753247)"
3977,"('沿岸', 12.219085756291332)","('意見聴取', 9.307355285358929)","('長い', 10.701571153297536)","('修理', 9.87155524041571)","('由来', 11.653259373768805)","('神奈川県', 10.349821358807597)","('医療崩壊', 8.09805706854633)","('残余', 8.163690932399259)","('骨子', 7.529154432010925)","('三方', 9.299466192802523)","('京都府', 7.54451710372282)","('大量破壊兵器', 10.118379062648746)","('日本社会', 11.999629259719505)","('分化', 10.654713508752845)","('居場所', 10.402547856740766)","('落札', 9.761903911910053)","('精神的', 11.275519184950396)","('サイクル', 10.076013611901741)","('老朽', 9.129007402959704)","('風景', 9.192726153468591)","('有志', 5.473343494761124)","('教材', 207.78130476528028)"
3978,"('需要予測', 12.199035835077515)","('原資', 9.306756338498701)","('学習指導要領', 10.698267631183572)","('コンテナ', 9.868964057542659)","('維持管理', 11.649195556864939)","('歯科', 10.348731457723565)","('指数', 8.096503710152097)","('jas', 8.16145428016607)","('中教審', 7.5251672605344675)","('厳密', 9.29929531569129)","('決定的', 7.542487672653786)","('独立採算', 10.116023278072442)","('雇用保険法', 11.995535075716388)","('バター', 10.652266097290601)","('労働移動支援助成金', 10.3952591173148)","('認定制度', 9.760564458107721)","('重点的', 11.27165237391046)","('新法', 10.075827016859407)","('そご', 9.125260190676773)","('三月十八日', 9.18986442241088)","('検討委員会', 5.4696816256041005)","('技能実習', 207.7740497479273)"
3979,"('ミリウ', 12.193689550452419)","('裁判員制度', 9.297838211495597)","('正当防衛', 10.691424767439452)","('教育行政', 9.868326688071047)","('健やか', 11.648849900715202)","('所定', 10.346302689208356)","('執行部', 8.096233949661858)","('観光客', 8.153757725271566)","('代償', 7.523116125381381)","('労働基本権', 9.298865650240312)","('安心感', 7.541383686062103)","('中断', 10.109541741232047)","('中央省庁', 11.985730873629223)","('照会', 10.652022241265177)","('ウイン', 10.393782351868909)","('適応', 9.759678589119545)","('予備自衛官', 11.269208147001404)","('水田', 10.071239988597412)","('公布', 9.124084479420116)","('誕生', 9.188573366740208)","('エンジン', 5.463633408958887)","('激減', 207.67533136661217)"
3980,"('再資源化', 12.19183315963364)","('承継', 9.296577632984986)","('衰退', 10.68728020648742)","('両院', 9.867325924373285)","('松原', 11.637204975746888)","('法曹', 10.343888166874091)","('スマートインターチェンジ', 8.093043316992192)","('株式市場', 8.150170403940502)","('ネック', 7.517663886582682)","('独占', 9.294067077563609)","('同等', 7.541067582361574)","('流入', 10.106546885611463)","('支え', 11.98560411846131)","('消費者委員会', 10.648388236311465)","('差額', 10.390180815975327)","('オンライン', 9.755794821185745)","('東南アジア', 11.269080670585238)","('水産', 10.070719800929085)","('中抜き', 9.119459860744497)","('非正規労働者', 9.187232034019498)","('財政政策', 5.4633174887726454)","('全頭検査', 207.5764888761678)"
3981,"('人手', 12.186805259106503)","('野放し', 9.291063152443996)","('実際問題', 10.681055884287613)","('異例', 9.867247709982333)","('耐震性', 11.63552412900776)","('喪失', 10.338987478462045)","('小泉改革', 8.092998008590982)","('地上', 8.146580487038676)","('領収書', 7.514713796577354)","('行政改革', 9.285342630940066)","('ダメージ', 7.5407064755084505)","('戦没者', 10.099505686757453)","('一般財源', 11.980401608071961)","('パリ', 10.643828958216837)","('分権', 10.385012040831864)","('深化', 9.745156502274492)","('年寄り', 11.25789257039601)","('教育費', 10.066034174634046)","('拉致被害者', 9.116801366917914)","('共助', 9.183637508539457)","('ロシア産', 5.460396139507987)","('クレジット', 207.5657737840239)"
3982,"('異例', 12.183818041477576)","('もち', 9.289798250360953)","('喚起', 10.678134583505416)","('影響力', 9.865044362936464)","('おろそか', 11.633940457975758)","('公正中立', 10.332867072129932)","('義務づけ', 8.084758351203389)","('圧迫', 8.145472092205562)","('政治の責任', 7.514585152133691)","('急性', 9.28304076765228)","('送電', 7.537008453300368)","('航行', 10.096115417848761)","('コスト削減', 11.977716270267901)","('懲役', 10.643250153030005)","('撤収', 10.384961992141868)","('他人', 9.741336642119059)","('旅館', 11.25331105091763)","('介護離職', 10.061284656789427)","('ばらつき', 9.115872527024338)","('通勤', 9.177233895978413)","('安心感', 5.4589369391294005)","('個人消費', 207.5302691893184)"
3983,"('関係機関', 12.181514337193269)","('消化', 9.284972732172623)","('保健師', 10.672533482394416)","('海賊', 9.863385588285052)","('政治献金', 11.627781194996993)","('ダブル', 10.328313714887198)","('奈良', 8.082199811744898)","('弔慰', 8.143542916888402)","('日航', 7.508416549189014)","('他県', 9.276156627517901)","('透明化', 7.53571087431742)","('統括', 10.094466343337215)","('バブル', 11.976242488714217)","('捕虜', 10.637071930065076)","('調査委員会', 10.377035226218696)","('分権', 9.734229595856073)","('中国人', 11.252411136293619)","('権力', 10.055276662899786)","('民主的', 9.115684437745623)","('オークション', 9.172935353869129)","('非正規労働者', 5.452643657814526)","('構造改革特区', 207.33595514340573)"
3984,"('格段', 12.17721870572416)","('十四条', 9.27980584071991)","('歴代', 10.672051640810652)","('中央省庁', 9.862554434416545)","('モニタリング', 11.627755095827624)","('評価委員会', 10.328087764697457)","('披露', 8.071906778100933)","('役目', 8.141750783622648)","('手紙', 7.498193352645105)","('崩落', 9.272772981572249)","('任意', 7.532995760481654)","('債券', 10.090256247379163)","('性能', 11.973749448475317)","('案文', 10.633397381195078)","('日本全国', 10.369566940669442)","('長い間', 9.732575776507709)","('景観', 11.250742239392437)","('プレ', 10.054496780611885)","('独占', 9.114812314526336)","('固定費', 9.171232046132126)","('順調', 5.452185498747298)","('放課後', 207.3038038278972)"
3985,"('関空', 12.175737633265248)","('排出事業者', 9.278627016863318)","('来日', 10.66923258482113)","('法規', 9.860177262404006)","('一般国民', 11.622618936764065)","('閣僚会議', 10.32621349901141)","('繰越金', 8.068299231803495)","('有力', 8.141512891437765)","('岩手県', 7.4971184002698195)","('セキュリティー', 9.266849938279886)","('邪魔', 7.524446920748124)","('お酒', 10.086977621639369)","('身内', 11.971558034961229)","('賃貸', 10.630069177242028)","('就農', 10.366294955474322)","('リンク', 9.730946695439044)","('顕著', 11.235735401564765)","('ばか', 10.05223668232824)","('応急', 9.111471114945221)","('機微', 9.168114220888981)","('伴走', 5.4498598661062)","('注文', 207.2255677196209)"
3986,"('改築', 12.17573171854959)","('取締り', 9.275651338584588)","('駅前', 10.660029543916439)","('範疇', 9.86013283965248)","('分かん', 11.614171999596623)","('経済連携協定', 10.325568752533218)","('カリキュラム', 8.067923712600068)","('隠ぺい', 8.139833601065344)","('用語', 7.494878470189583)","('おばあちゃん', 9.263888760621292)","('見出し', 7.519713435776392)","('ベンチャーキャピタル', 10.08571343815401)","('合同', 11.966789407882263)","('無人', 10.629780180696017)","('許容', 10.364758871530446)","('普天間基地', 9.727417320315299)","('太陽光', 11.224832116521057)","('農作物', 10.051297915821566)","('地盤', 9.111445549055833)","('抽象', 9.167246967247499)","('網羅', 5.448755121699506)","('懲役', 207.12219399093848)"
3987,"('病床', 12.172763245297558)","('指揮命令', 9.273636333646097)","('枝野', 10.656405502737217)","('うつ病', 9.859560725366917)","('承継', 11.61135665184028)","('一種', 10.322652803889916)","('福田首相', 8.066020515796145)","('強引', 8.138223184245506)","('職権', 7.493646429402039)","('オペレーション', 9.262619080176767)","('現金給付', 7.518153718312347)","('豪雨', 10.08509304440881)","('大臣政務官', 11.966274721606112)","('構造改革', 10.622703886330942)","('東北地方', 10.359181913880647)","('創薬', 9.727256363779077)","('断水', 11.21905470338599)","('かかわり', 10.046849098428238)","('育児休業', 9.10982583352505)","('施政方針演説', 9.165745521340861)","('空域', 5.446945557067844)","('透明', 207.08105614501147)"
3988,"('朝鮮', 12.167888296561403)","('掌握', 9.268851269638132)","('ガソリン', 10.655403883959147)","('財政投融資', 9.85906500824953)","('ていいん', 11.608865227417425)","('喚起', 10.32063968970294)","('証券会社', 8.061644535799438)","('山口', 8.13439561243527)","('身体', 7.492885127219635)","('国際協力', 9.26203564590503)","('生活保護受給者', 7.517855917620791)","('経済団体', 10.079023372494204)","('要望書', 11.965893475574362)","('劣悪', 10.617785052464622)","('地方交付税法', 10.356213990362606)","('衰退', 9.725884104121885)","('フリーランス', 11.217817226503639)","('長い間', 10.045409488232918)","('院内', 9.106996149852957)","('実習', 9.161673300148832)","('違憲', 5.446227067942029)","('値下げ', 207.0708926266881)"
3989,"('密輸', 12.16453651103106)","('外相', 9.264035496667999)","('小泉改革', 10.655134320160382)","('由来', 9.858880540916285)","('延期', 11.608760645503494)","('国民健康保険', 10.317390778791687)","('レンタル', 8.056701770636373)","('基礎年金番号', 8.128761639111369)","('遺骨', 7.492479800814715)","('不信任', 9.26105594858326)","('せん', 7.517117669222235)","('自律', 10.072773843370353)","('利子', 11.963396068314832)","('貨物', 10.61773297806273)","('関東', 10.350018822971677)","('工程', 9.725285680964266)","('プール', 11.21711431906716)","('容器', 10.042425835507233)","('お力', 9.102972884846183)","('決着', 9.154829888566379)","('農用地', 5.438023821469521)","('内閣人事局', 207.00897636427916)"
3990,"('連動', 12.153785249677586)","('損益', 9.26254506648349)","('大統領選挙', 10.648561908560602)","('雇用者', 9.857500144786169)","('原資', 11.607374649166335)","('主任', 10.311077249580174)","('五条', 8.048816124696845)","('公共交通機関', 8.127766343745707)","('ユーチューブ', 7.491079087108256)","('刑事', 9.26052461306837)","('手取り', 7.514851052117372)","('出荷', 10.069753942535293)","('かじ', 11.962669520196474)","('土台', 10.617094003026072)","('行政サービス', 10.34900461616595)","('自由化', 9.713721057940106)","('教育基本法', 11.212842602008076)","('修繕', 10.039662462341683)","('不断', 9.097124984434988)","('煩雑', 9.14461898803587)","('カナダ', 5.437246535170642)","('天然ガス', 206.95016663596198)"
3991,"('首都機能移転', 12.150802671397514)","('生活環境', 9.262513913903799)","('静岡', 10.641922335473083)","('四十万', 9.856923980484783)","('第十条', 11.604156705983483)","('附属', 10.308982576968)","('楽しみ', 8.048743127530866)","('良好', 8.125646384148343)","('目標達成', 7.489903935494996)","('滑走路', 9.2567377421524)","('社会問題', 7.513102391950257)","('南海', 10.067769891861204)","('併用', 11.960474346126402)","('スウェーデン', 10.616049575569605)","('横行', 10.346266398930071)","('公的機関', 9.711590661120987)","('佐賀県', 11.212366803999277)","('遠隔', 10.034712961721269)","('投稿', 9.096293173562861)","('病棟', 9.13989321317736)","('なり手', 5.433869504239195)","('刑務官', 206.9205294902433)"
3992,"('民間団体', 12.148915512696947)","('偏見', 9.261929894249564)","('fta交渉', 10.636398015232603)","('東京証券取引所', 9.855824219541722)","('識別情報', 11.59979462147145)","('工業', 10.307128438573526)","('キャンプ', 8.047052888345403)","('在職', 8.125387808595166)","('妨害', 7.486085843759053)","('若年', 9.245629194445671)","('学校施設', 7.5112845581584935)","('下請法', 10.065868035673631)","('景気対策', 11.958771106697242)","('法制審', 10.614753010297136)","('政調会長', 10.34452494482007)","('表面', 9.710802603254761)","('出勤', 11.209436479360456)","('お米', 10.032829842413587)","('功績', 9.095096884804025)","('宮崎', 9.139348268464966)","('過大', 5.432745963552986)","('中長期的', 206.85780844532988)"
3993,"('折衝', 12.148399400461372)","('主体性', 9.261829225481252)","('社会経済', 10.635906314505963)","('視覚障害者', 9.85279408723359)","('大切なこと', 11.59926616925201)","('大国', 10.301301829372917)","('積み上げ', 8.04611212417848)","('かんぽ生命', 8.124968114008324)","('社団法人', 7.47796255582918)","('千人', 9.236876008696326)","('金銭', 7.510952706722315)","('加工食品', 10.064814475180256)","('pd', 11.955889042561736)","('適格', 10.61342631894501)","('収容', 10.343667727684235)","('ヘルパー', 9.708028134640376)","('莫大', 11.198601985927716)","('摘発', 10.029782690840284)","('統治機構', 9.094840306815206)","('リアルタイム', 9.136628523961184)","('官房', 5.432006435195647)","('マーク', 206.7963540488594)"
3994,"('工法', 12.143639831586732)","('政務', 9.260763117313388)","('備え', 10.635437951603038)","('取扱', 9.843862125222113)","('優遇措置', 11.59904851566504)","('冤罪事件', 10.291598860760965)","('共産党', 8.045005146444195)","('景観', 8.123458792157916)","('千葉県', 7.477753646572683)","('静か', 9.236569122354013)","('飛行場', 7.503997629549263)","('id', 10.059171852101258)","('休み', 11.948173970127694)","('減収', 10.613406313084958)","('プール', 10.341634350474179)","('レビュー', 9.705106641939446)","('懸命', 11.19688631360696)","('陸上自衛隊', 10.015071874417695)","('欠席', 9.092340020834683)","('リアル', 9.136386857814717)","('夜間', 5.430382524132986)","('頂戴', 206.7445382821287)"
3995,"('治験', 12.140685211636551)","('両親', 9.259871068177986)","('ツール', 10.631088881604878)","('最善', 9.843861689301363)","('人命', 11.593785302878706)","('最高責任者', 10.29116102110978)","('オウム真理教', 8.043647602117684)","('飛躍', 8.12342258671582)","('権益', 7.468433016640185)","('大槌町', 9.235731659991277)","('郵政民営化法', 7.503700865860099)","('割愛', 10.058678728811625)","('少子', 11.942645769568268)","('醸成', 10.609831793527546)","('発電所', 10.341092446298239)","('知り合い', 9.702024300769887)","('構図', 11.196553336060617)","('意識改革', 10.013803862947)","('総動員', 9.091617532697347)","('マイナポータル', 9.13598052879806)","('公職選挙法', 5.426129905612018)","('入口', 206.65246659069285)"
3996,"('簡裁', 12.139954567865946)","('転用', 9.248617349018561)","('特定疾患', 10.626921279942433)","('大改革', 9.841054174523046)","('風土', 11.584252551948628)","('出入り', 10.286128147935141)","('同一', 8.043397684863123)","('ビル', 8.11925238402452)","('健康保険組合', 7.4677330744128305)","('郡山市', 9.234764135377738)","('妥協', 7.503466234822139)","('ネット上', 10.055120453453094)","('監査等委員会設置会社', 11.942516276383415)","('恣意', 10.609715012254545)","('ひとり暮らし', 10.339349382645402)","('イノシシ', 9.698195560112874)","('履歴', 11.191256403834617)","('しわ寄せ', 10.010078876176292)","('精子', 9.090084355584604)","('表現の自由', 9.135522362366192)","('感情', 5.422730484842652)","('両面', 206.5739037255174)"
3997,"('創意工夫', 12.136657189406396)","('緊急措置', 9.248210845944055)","('年数', 10.620293494423652)","('食糧', 9.834911557766837)","('更生保護', 11.583411974883505)","('同視', 10.282684422684671)","('県内', 8.042796741033811)","('他人', 8.11120608177348)","('試み', 7.465834326976992)","('愛知県', 9.233815735457735)","('運搬', 7.501684094662134)","('ネック', 10.054776288183506)","('地方議員', 11.934860518041704)","('留保', 10.608215937273963)","('ミッション', 10.33864818120554)","('海水', 9.695900584840015)","('厳密', 11.180196717137571)","('攻め', 10.00974241851001)","('公職選挙法', 9.088871931847626)","('要綱', 9.125303802040152)","('貧困対策', 5.4226843700522664)","('世紀', 206.4436896353868)"
3998,"('要注意', 12.131935868452281)","('近代', 9.247885222076864)","('七条', 10.617965868527133)","('市場化テスト', 9.83140627764623)","('教科', 11.581980324918819)","('一体化', 10.28218010056991)","('温度', 8.030383821948817)","('水際', 8.110280628069)","('オランダ', 7.4599380540966855)","('応急仮設住宅', 9.228197033531877)","('成長産業', 7.500069739010941)","('スピードアップ', 10.05196872360427)","('裾野', 11.933501311694531)","('六月四日', 10.598272821183313)","('日本海', 10.329741111062734)","('重々', 9.69548170747015)","('原資', 11.169456415610565)","('石田', 10.004562330245163)","('診察', 9.08053278258104)","('恣意', 9.124882654590156)","('国家資格', 5.416998142368872)","('予約', 206.38188333347813)"
3999,"('全う', 12.130801071247888)","('芽出し', 9.244685990122246)","('目途', 10.617351051549573)","('タイトル', 9.82871805348691)","('皇室典範', 11.578845379791614)","('環境税', 10.280613990373242)","('大切さ', 8.02894620347723)","('就職活動', 8.110109031377949)","('兵器', 7.459274655606967)","('技能', 9.22402519604587)","('社会インフラ', 7.497075712132925)","('ウエート', 10.04982201189913)","('統制', 11.930766640606368)","('援護', 10.595518440718593)","('sdgs', 10.329551920849541)","('ロードマップ', 9.695089443833426)","('神奈川', 11.166074438333602)","('三方', 10.003570665890825)","('サラリーマン', 9.079838903095869)","('間接', 9.123636857808444)","('工程表', 5.415786058906184)","('簡保', 206.00817558624095)"
4000,"('外交上', 12.13055290612062)","('東京地裁', 9.243167776537703)","('留保', 10.615880691443056)","('在職', 9.825762615483587)","('内部統制', 11.575602155043184)","('一対一', 10.279480126202166)","('特殊法人', 8.028835040260748)","('花粉症', 8.108456504969993)","('全国各地', 7.454957155733755)","('朝鮮半島', 9.223066650896387)","('原子力防災会議', 7.496644815121002)","('液状化', 10.045718244439358)","('調書', 11.929970928076882)","('高等教育', 10.591435219689698)","('救助', 10.328169056313337)","('院長', 9.694778383395448)","('合併特例債', 11.161301093565012)","('年度末', 10.00189169135113)","('迷惑', 9.079493243601421)","('ミックス', 9.122352143096087)","('緊急性', 5.413277799398415)","('格付', 205.99291508389504)"
4001,"('軍事力', 12.12940810549166)","('生態', 9.238011241250632)","('作用', 10.614601887646593)","('マル', 9.825082575109782)","('パキスタン', 11.57453584975875)","('民生', 10.272022830813924)","('利息', 8.02761990216582)","('都市計画', 8.105589339725771)","('自公', 7.452783038199483)","('小麦', 9.215642313933486)","('ベスト', 7.493910107431471)","('記入', 10.04528652405491)","('茨城県', 11.928853443663124)","('圏内', 10.590190854322527)","('和牛', 10.324707181238043)","('技能実習', 9.691980348965071)","('ダメージ', 11.1560544854924)","('国会答弁', 9.997350380491353)","('ai', 9.07617262294864)","('地方自治法', 9.119840265202098)","('児相', 5.411214864433939)","('船員', 205.95248088604262)"
4002,"('ライフスタイル', 12.128988240131733)","('経団連', 9.237835466613927)","('道府県', 10.600836516548226)","('空き', 9.824827966127186)","('大部分', 11.573497929884127)","('販売農家', 10.27167411912902)","('有料', 8.027532167621102)","('武力行使', 8.104957974494392)","('務め', 7.452616284223831)","('経団連', 9.212910424242974)","('そご', 7.492583489387644)","('実践', 10.035449230272917)","('調べ', 11.927990262205752)","('増強', 10.588257094498273)","('多忙', 10.323603241906378)","('親告罪', 9.687869176259749)","('自然環境', 11.153547436939455)","('青森', 9.995729467281352)","('無電柱化', 9.07520097467601)","('きめ細か', 9.11169189628372)","('成績', 5.409870935640184)","('容器', 205.947065154679)"
4003,"('日朝首脳会談', 12.1220834548878)","('冤罪', 9.234103079319471)","('法改正案', 10.594618189755948)","('高等学校', 9.822410249693686)","('出入り', 11.570021624885058)","('運輸', 10.270841370211507)","('正面', 8.026845451819298)","('国民健康保険', 8.104076724228278)","('同行', 7.4489195884688275)","('過大', 9.20946891764046)","('首脳', 7.490511899281223)","('代わり', 10.02783364857661)","('公正取引委員会', 11.927385982864301)","('基礎年金', 10.583716548082508)","('商社', 10.31935623843567)","('ネット上', 9.681436054069726)","('送信', 11.152979396026618)","('黒田', 9.98739530289331)","('ジャパンライフ', 9.071288107831943)","('被爆', 9.111372070989317)","('二月四日', 5.403513680156455)","('おかげ', 205.9445930483818)"
4004,"('スキャンダル', 12.11800139727665)","('経済界', 9.233701142948776)","('先行き', 10.591849632633453)","('被告', 9.821474057783584)","('総量規制', 11.568916378226142)","('不妊', 10.269933753920576)","('地場', 8.024697504733979)","('有効求人倍率', 8.103784321751307)","('厚生省', 7.446550185635911)","('沖縄防衛局', 9.209166712790706)","('東大', 7.487613581382557)","('識別', 10.025247948778322)","('火災', 11.925363063364198)","('医官', 10.580815678583228)","('請願', 10.310706210799154)","('半導体', 9.677356501072657)","('二十四', 11.149671491535166)","('社会保険', 9.98191714450062)","('多言語', 9.069593893431513)","('発電所', 9.110147317241198)","('アベノマスク', 5.3987822396651)","('同行', 205.9410181669904)"
4005,"('留学生', 12.10945272797983)","('役職', 9.225621797584587)","('つながり', 10.591392888934834)","('決済', 9.81683224074641)","('謝礼', 11.562124353891111)","('全世界', 10.256777835530812)","('国会審議', 8.022125983323878)","('運転者', 8.097549379362913)","('郵政事業', 7.443837915961376)","('原料', 9.208589932704013)","('掛金', 7.48377979806137)","('自己責任', 10.024937139760894)","('npo法人', 11.918007099449131)","('軍事力', 10.580632017865836)","('改訂', 10.304379182619542)","('ずさん', 9.669449097774196)","('引継ぎ', 11.149506728622711)","('アルコール', 9.981791120948078)","('副総理', 9.064933847230671)","('しわ寄せ', 9.102287170281693)","('丸投げ', 5.397545098159175)","('スマホ', 205.9162852126376)"
4006,"('時間的', 12.109229544561428)","('両県', 9.224782724793275)","('芸術', 10.582012850672248)","('外相', 9.815980067515843)","('不便', 11.548979847921597)","('議案', 10.251169154456353)","('兵士', 8.021670763183396)","('買収', 8.096036177678007)","('谷垣総裁', 7.442825019874243)","('幸せ', 9.207598770498453)","('関連会社', 7.4813696920593085)","('圧迫', 10.023379525694748)","('断念', 11.913169557380442)","('打開', 10.576669734193779)","('疾病', 10.301440155575229)","('青少年', 9.667483267896772)","('死者', 11.14868857614619)","('政治資金規正法', 9.978748712169695)","('専門的', 9.059441337606623)","('三月十二日', 9.10137155241334)","('世間', 5.395805985179808)","('医療機器', 205.912183460466)"
4007,"('福島県', 12.098554408732033)","('新会社', 9.223247565509924)","('構図', 10.576402176556531)","('社会保障審議会', 9.814835351491155)","('物資', 11.546186170611698)","('水質', 10.248400532706512)","('小売', 8.017159889104478)","('もろもろ', 8.095552255777262)","('メーン', 7.441968047664304)","('法律的', 9.20742713333395)","('弁護士会', 7.4807020752731415)","('工法', 10.022302855338092)","('複合', 11.909930188421466)","('現状認識', 10.574483693480072)","('出版', 10.301239408548863)","('廃炉費用', 9.661474875354564)","('吸収', 11.148489273406419)","('中間貯蔵施設', 9.978238149935512)","('大国', 9.058774842724642)","('対抗', 9.099978530744542)","('国力', 5.39524102024296)","('官製談合', 205.89594571293037)"
4008,"('八月五日', 12.097619161716052)","('食事', 9.222510888121233)","('範疇', 10.573481810538496)","('官房副長官', 9.813371146698836)","('下水道', 11.542235949772131)","('充足', 10.246064708164017)","('税関', 8.013983874909895)","('派遣元', 8.094733080711597)","('広域連合', 7.441654634902191)","('見出し', 9.206730487892308)","('不合理', 7.479221767424771)","('非難', 10.020606907611375)","('豊富', 11.908195786725551)","('戦闘地域', 10.563847792732092)","('民事', 10.300138629396328)","('国家戦略特別区域', 9.660749832205859)","('案文', 11.148151833436623)","('人類', 9.977847067701916)","('出来事', 9.058027173166309)","('懇談', 9.09947287927844)","('安価', 5.393548478403892)","('抽出', 205.88037390975512)"
4009,"('責任問題', 12.092433324323183)","('国内外', 9.220449326844975)","('専業主婦', 10.573327867295735)","('実際問題', 9.811758745133726)","('レセプト', 11.538081915164963)","('加重', 10.24473505256313)","('医政局', 8.006517849972688)","('第九条', 8.09339202307945)","('構成員', 7.441126492655874)","('外交交渉', 9.206502116972306)","('戸数', 7.476635839711841)","('立ち', 10.019439887984273)","('島根県', 11.901639888012546)","('焼却', 10.552212036306502)","('求人', 10.29876193196642)","('助産師', 9.66002594257039)","('医師会', 11.148088303543283)","('緊急性', 9.972484358730586)","('不信感', 9.057841427317504)","('代表質問', 9.096049087938809)","('受信', 5.392744288330368)","('学部', 205.8300353134148)"
4010,"('軌道', 12.091745110058039)","('過ち', 9.213719484177012)","('公告', 10.57185972267655)","('不都合', 9.802356254294587)","('長い', 11.537284716091067)","('共感', 10.244560268367731)","('若い人たち', 8.003432342283586)","('均衡', 8.092773164654563)","('産業政策', 7.44081128898166)","('十一月三十日', 9.205515121337175)","('国有', 7.475593727031166)","('八日', 10.018499568213285)","('網羅', 11.899913289342642)","('福島第一原発事故', 10.550777565822282)","('税調', 10.293587634166368)","('車椅子', 9.657163784574228)","('日弁連', 11.145937307455796)","('間伐', 9.971386737670345)","('証明書', 9.054926712996572)","('借入れ', 9.09598503178457)","('大都市', 5.391012827754492)","('ありよう', 205.82791361281096)"
